rand_point_id,id,xcoord,ycoord
53,900,408.962171104397,-904.397153386667
54,900,385.875460841793,-852.338561540434
55,900,391.354592987275,-863.177857231581
56,900,332.281512731875,-797.806133207764
57,900,382.628060183655,-983.366315270233
58,900,350.084707425403,-809.816364473687
59,900,291.230358597673,-869.862985729716
60,900,406.312091455365,-976.333358827591
61,900,294.07847072862,-877.045872557774
62,900,339.719851985518,-953.320149227293
63,900,388.653686693803,-857.756101951853
64,900,310.908277476153,-913.537428055231
65,900,282.540877003716,-824.690640626866
66,900,286.217365263662,-795.716724764043
67,900,372.493769338633,-978.032477983379
68,900,397.009306427716,-875.61822680055
69,900,324.44007342824,-933.821093527748
70,900,322.080738271545,-792.581346289058
71,850,333.293855258362,-723.689582478373
72,850,248.119253205235,-880.685827496294
73,850,374.934043493779,-782.7118907434
74,850,355.392935225577,-1010.619199903
75,850,240.519063653671,-852.005512787353
76,850,237.876028367477,-804.43087763587
77,850,464.157357445692,-1017.65909521425
78,850,239.06841093181,-825.893763793861
79,850,469.299635234534,-983.988920296492
80,850,321.062289493543,-984.98379724599
81,850,413.356605733316,-1042.46829027936
82,850,249.717921964929,-886.441035031193
83,850,349.676657062719,-1007.6181538675
84,850,247.852184367678,-774.776237719043
85,850,278.179132991691,-939.215446888199
86,850,242.145556703511,-859.180520090089
87,850,466.56497906616,-973.471011956589
88,850,360.042107298713,-1013.0600152414
89,850,425.528098958773,-1047.10504960334
90,850,390.666252655956,-815.929829492565
91,850,418.336755637775,-1044.36549024296
92,850,369.332039745779,-1017.93722977611
93,850,400.668745065767,-831.368459081621
94,850,434.874830422111,-888.331319058648
95,850,342.198021101661,-1003.69186998795
96,850,299.796794969791,-731.050438951275
97,850,446.825890523517,-910.346429771765
98,850,271.361138636578,-747.457497606236
99,850,237.373145239024,-795.378981323719
100,850,284.501686342401,-947.193907068856
101,850,460.046150596294,-948.837768803386
102,850,377.229524710098,-788.680141905831
103,850,396.516499150251,-824.959557777239
104,850,443.633934548756,-1038.42972209589
105,850,354.918551278024,-744.042388087249
106,850,256.046110533553,-759.071212567782
107,850,467.288488235928,-1012.16446760475
108,850,395.172023064226,-1032.65625862029
109,850,262.708281027043,-919.692705123286
110,850,241.790740479707,-786.394005170988
111,850,417.717593190839,-857.682985535537
112,850,239.439373078485,-832.571082434009
113,850,253.219707676326,-899.04746359222
114,850,442.763631836565,-902.863321664222
115,850,288.628560883307,-736.634555994517
116,850,428.979632288604,-877.471743549557
117,850,251.564421165853,-893.088432154518
118,850,381.201110961711,-1024.67288027599
119,850,362.642808300418,-755.62877362084
120,850,325.503408248017,-989.34700163635
121,850,257.6835367963,-913.351956451157
122,850,423.400237023178,-867.193910165878
123,850,245.354938654382,-779.562625336194
124,850,238.449023834219,-814.744796037228
125,850,266.31748745874,-924.247179906141
126,850,452.783975848647,-1030.80468767932
127,850,301.917273330762,-966.174658559748
128,850,315.606936771579,-723.145368050381
129,850,382.009253722804,-801.107437338866
130,850,468.014732164372,-979.046985411252
131,850,244.245656167406,-866.740878160111
132,850,305.748991718722,-969.939153818096
133,850,339.786121525247,-724.688392673279
134,850,464.757078198062,-966.517547079289
135,850,327.012027299818,-722.723147407828
136,850,374.498852527296,-1020.84301831347
137,850,451.372752783868,-918.722228672411
138,850,287.623598871637,-951.13346335575
139,850,239.76426514892,-838.419139701839
140,850,471.365690982508,-998.767944294556
141,850,329.812000681701,-993.580004729092
142,850,349.332315072636,-735.663033779167
143,850,457.879696320698,-941.0746409825
144,850,372.738204719843,-777.002709931167
145,850,403.663542453205,-1037.50855541399
146,850,425.940857069488,-871.87399972487
147,850,252.997194171645,-764.914968928105
148,850,306.13142515069,-727.883123860825
149,850,368.788709257888,-766.734021730085
150,850,411.707491817512,-848.406524720184
151,850,291.523377685976,-955.963111961362
152,850,269.69518400705,-928.509511264722
153,850,295.734084106682,-960.0999463396
154,850,387.572430787644,-811.154582695823
155,850,314.567545161405,-978.602995796872
156,850,278.997349912672,-742.207602353921
157,850,245.870964495971,-872.591988142943
158,850,468.806499467291,-1007.17671641598
159,850,455.946474803369,-934.14726387874
160,850,365.456744331518,-759.84967766749
161,850,406.131944989966,-839.800789399408
162,850,431.941284657277,-1045.34179516676
163,850,345.342951190422,-730.337335324547
164,850,294.155839694033,-733.870916589154
165,850,358.848292539146,-749.936999978932
166,850,447.531072473809,-1035.18210715835
167,850,310.251984640845,-974.363146864392
168,850,311.05852466651,-725.419574102916
169,800,445.483154909242,-810.092055891363
170,800,443.420727498242,-1160.43005319149
171,800,437.48069936556,-795.396637529329
172,800,497.656248584923,-1048.36730892761
173,800,487.803465392816,-898.648244603366
174,800,504.5084009753,-976.98801983707
175,800,383.078236772149,-1081.14274654726
176,800,461.727440994949,-839.922472157842
177,800,504.188968467586,-988.445506244227
178,800,496.03586567267,-1056.28918094307
179,800,499.674406372143,-1032.4624866748
180,800,341.912747376099,-1043.57339186775
181,800,503.668102002897,-993.523954274945
182,800,232.21584020041,-951.326013072751
183,800,305.072369180851,-639.960657082206
184,800,379.968287095241,-689.782934996562
185,800,211.395100575813,-784.572566867632
186,800,409.748771282506,-744.470733231356
187,800,215.648089356065,-934.21163968217
188,800,274.131189317509,-990.662863379828
189,800,417.260441340365,-1128.42034951055
190,800,266.989534418725,-984.070566550182
191,800,374.25119383001,-668.435556916007
192,800,396.845794911306,-720.776176622425
193,800,485.238244171353,-1109.07755272729
194,800,203.182300059461,-907.721837426887
195,800,197.68537252061,-835.355712319212
196,800,250.032723376911,-708.997441945274
197,800,347.049545555799,-1046.99792398755
198,800,271.904256334361,-680.219109106524
199,800,502.110445950487,-1008.71110078594
200,800,222.008250420231,-941.118423292572
201,800,300.563901120624,-643.649403676937
202,800,502.983095455801,-963.641596541455
203,800,292.97071083634,-649.862013909532
204,800,498.909065314956,-1039.92456198237
205,800,432.240715835712,-785.774122319971
206,800,360.714412810146,-1057.15399955068
207,800,232.608493586365,-740.748704316632
208,800,502.247265931945,-957.203088207715
209,800,486.245602544085,-1104.15268957171
210,800,282.114594230641,-665.440640062029
211,800,482.60301964933,-886.331399421426
212,800,493.583520912522,-1068.27842199268
213,800,412.483426155295,-749.492553997751
214,800,502.859235539338,-1001.41040229464
215,800,366.850971978198,-644.341305658523
216,800,436.569766118845,-1153.40996746477
217,800,196.665790023347,-867.982352231606
218,800,332.093436758324,-1037.02718478924
219,800,287.158551102388,-657.594484928201
220,800,200.003819645569,-890.586400337867
221,800,254.963287025761,-702.509858196787
222,800,208.777560314355,-919.611765468536
223,800,317.25553239824,-633.384063636449
224,800,391.718440057473,-711.360488618114
225,800,334.824608835381,-626.837367021277
226,800,417.485897728631,-758.678910886969
227,800,257.488008669052,-975.299927396637
228,800,454.018840857598,-825.766679178344
229,800,384.764715517531,-698.590921735676
230,800,208.241212682973,-795.611174492574
231,800,386.660706859329,-1085.91937333017
232,800,288.957265668417,-1004.34847231913
233,800,351.079544709196,-626.837367021277
234,800,241.608306435229,-722.749078618903
235,800,427.269494955935,-1143.17966918557
236,800,371.344983566079,-653.904505596352
237,800,324.08757535686,-630.651246453001
238,800,219.130027207923,-767.705637073516
239,800,396.850412346383,-1099.50564731291
240,800,237.140565993034,-956.250738865375
241,800,201.597525715319,-899.351783721492
242,800,499.666571422145,-934.62201124696
243,800,488.432044757531,-1093.46341652819
244,800,477.905873068631,-1127.07922605857
245,800,500.455543299249,-941.525515171623
246,800,432.963564403204,-1149.44314557757
247,800,377.123316464686,-1074.65683011552
248,800,225.734835791179,-754.496019907004
249,800,426.767208494159,-775.722772474575
250,800,400.075553117913,-726.707187147286
251,800,400.680794163271,-1104.61282306876
252,800,461.584977344375,-1154.85099340031
253,800,498.90192853034,-927.931385943671
254,800,485.46622616272,-893.11267800577
255,800,205.236967306734,-806.126033309409
256,800,484.224688661588,-1114.03271299725
257,800,351.663247979837,-1050.07372560358
258,800,309.10495040991,-636.661272440248
259,800,472.828272899419,-1136.38815970213
260,800,357.834768846973,-626.837367021277
261,800,198.239894187931,-819.387632978724
262,800,422.19820414505,-767.332419033484
263,800,504.813544027813,-982.355894532008
264,800,449.462153969073,-817.398945073962
265,800,212.97751583555,-779.034113458552
266,800,197.272574775417,-848.565240165383
267,800,262.828260453316,-692.161208950005
268,800,490.551570409393,-1083.10129111909
