x,y,z
190.0,-649.1465567981165,0.0
190.0,-639.1406709829312,0.0
190.0,-629.1347851677458,0.0
190.0,-619.1288993525604,0.0
190.0,-609.1230135373751,0.0
190.0,-599.1171277221897,0.0
190.0,-589.1112419070043,0.0
190.0,-579.1053560918187,0.0
190.0,-569.0994702766334,0.0
190.0,-559.093584461448,0.0
190.0,-549.0876986462627,0.0
190.0,-539.0818128310773,0.0
190.0,-529.0759270158919,0.0
190.0,-519.0700412007063,0.0
190.0,-509.06415538552096,0.0
190.0,-499.0582695703356,0.0
190.0,-489.05238375515023,0.0
190.0,-479.04649793996487,0.0
190.0,-469.0406121247795,0.0
190.0,-459.0347263095939,0.0
190.0,-449.02884049440854,0.0
190.0,-439.0229546792232,0.0
190.0,-429.0170688640378,0.0
190.0,-419.01118304885244,0.0
190.0,-409.0052972336671,0.0
200.06474396703945,-2100.0,0.0
200.06474396703945,-2089.9941141848144,0.0
200.06474396703945,-2079.9882283696293,0.0
200.06474396703945,-2069.9823425544437,0.0
200.06474396703945,-2059.9764567392585,0.0
200.06474396703945,-2049.970570924073,0.0
200.06474396703945,-2039.9646851088876,0.0
200.06474396703945,-2029.9587992937022,0.0
200.06474396703945,-2019.9529134785168,0.0
200.06474396703945,-2009.9470276633315,0.0
200.06474396703945,-1999.941141848146,0.0
200.06474396703945,-1989.9352560329605,0.0
200.06474396703945,-1979.9293702177752,0.0
200.06474396703945,-1969.9234844025898,0.0
200.06474396703945,-1959.9175985874044,0.0
200.06474396703945,-1949.911712772219,0.0
200.06474396703945,-1939.9058269570335,0.0
200.06474396703945,-1929.899941141848,0.0
200.06474396703945,-1919.8940553266627,0.0
200.06474396703945,-1909.8881695114774,0.0
200.06474396703945,-1899.882283696292,0.0
200.06474396703945,-1889.8763978811066,0.0
200.06474396703945,-1879.870512065921,0.0
200.06474396703945,-1869.8646262507357,0.0
200.06474396703945,-1859.8587404355503,0.0
200.06474396703945,-1849.852854620365,0.0
200.06474396703945,-1839.8469688051796,0.0
200.06474396703945,-1829.841082989994,0.0
200.06474396703945,-1819.8351971748089,0.0
200.06474396703945,-1809.8293113596233,0.0
200.06474396703945,-1799.823425544438,0.0
200.06474396703945,-1789.8175397292525,0.0
200.06474396703945,-1779.8116539140672,0.0
200.06474396703945,-1769.8057680988818,0.0
200.06474396703945,-1759.7998822836962,0.0
200.06474396703945,-1749.7939964685108,0.0
200.06474396703945,-1739.7881106533255,0.0
200.06474396703945,-1729.78222483814,0.0
200.06474396703945,-1719.7763390229547,0.0
200.06474396703945,-1709.7704532077694,0.0
200.06474396703945,-1699.764567392584,0.0
200.06474396703945,-1689.7586815773984,0.0
200.06474396703945,-1679.752795762213,0.0
200.06474396703945,-1669.7469099470277,0.0
200.06474396703945,-1659.7410241318423,0.0
200.06474396703945,-1649.735138316657,0.0
200.06474396703945,-1639.7292525014714,0.0
200.06474396703945,-1629.7233666862862,0.0
200.06474396703945,-1619.7174808711006,0.0
200.06474396703945,-1609.7115950559153,0.0
200.06474396703945,-1599.70570924073,0.0
200.06474396703945,-1589.6998234255445,0.0
200.06474396703945,-1579.6939376103592,0.0
200.06474396703945,-1569.6880517951736,0.0
200.06474396703945,-1559.6821659799882,0.0
200.06474396703945,-1549.6762801648028,0.0
200.06474396703945,-1539.6703943496175,0.0
200.06474396703945,-1529.6645085344321,0.0
200.06474396703945,-1519.6586227192465,0.0
200.06474396703945,-1509.6527369040614,0.0
200.06474396703945,-1499.6468510888758,0.0
200.06474396703945,-1489.6409652736904,0.0
200.06474396703945,-1479.635079458505,0.0
200.06474396703945,-1469.6291936433197,0.0
200.06474396703945,-1459.6233078281343,0.0
200.06474396703945,-1449.6174220129487,0.0
200.06474396703945,-1439.6115361977636,0.0
200.06474396703945,-1429.605650382578,0.0
200.06474396703945,-1419.5997645673926,0.0
200.06474396703945,-1409.5938787522073,0.0
200.06474396703945,-1399.5879929370217,0.0
200.06474396703945,-1389.5821071218365,0.0
200.06474396703945,-1379.576221306651,0.0
200.06474396703945,-1369.5703354914656,0.0
200.06474396703945,-1359.5644496762802,0.0
200.06474396703945,-1349.5585638610949,0.0
200.06474396703945,-1339.5526780459095,0.0
200.06474396703945,-1329.546792230724,0.0
200.06474396703945,-1319.5409064155388,0.0
200.06474396703945,-1309.5350206003532,0.0
200.06474396703945,-1299.5291347851678,0.0
200.06474396703945,-1289.5232489699824,0.0
200.06474396703945,-1279.5173631547968,0.0
200.06474396703945,-1269.5114773396117,0.0
200.06474396703945,-1259.505591524426,0.0
200.06474396703945,-1249.4997057092407,0.0
200.06474396703945,-1239.4938198940554,0.0
200.06474396703945,-1229.48793407887,0.0
200.06474396703945,-1219.4820482636846,0.0
200.06474396703945,-1209.476162448499,0.0
200.06474396703945,-1199.470276633314,0.0
200.06474396703945,-1189.4643908181283,0.0
200.06474396703945,-1179.458505002943,0.0
200.06474396703945,-1169.4526191877576,0.0
200.06474396703945,-1159.4467333725722,0.0
200.06474396703945,-1149.4408475573869,0.0
200.06474396703945,-1139.4349617422013,0.0
200.06474396703945,-1129.4290759270161,0.0
200.06474396703945,-1119.4231901118305,0.0
200.06474396703945,-1109.4173042966452,0.0
200.06474396703945,-1099.4114184814598,0.0
200.06474396703945,-1089.4055326662742,0.0
200.06474396703945,-1079.399646851089,0.0
200.06474396703945,-1069.3937610359035,0.0
200.06474396703945,-1059.3878752207181,0.0
200.06474396703945,-1049.3819894055327,0.0
200.06474396703945,-1039.3761035903474,0.0
200.06474396703945,-1029.370217775162,0.0
200.06474396703945,-1019.3643319599764,0.0
200.06474396703945,-1009.3584461447911,0.0
200.06474396703945,-999.3525603296057,0.0
200.06474396703945,-989.3466745144203,0.0
200.06474396703945,-979.340788699235,0.0
200.06474396703945,-969.3349028840496,0.0
200.06474396703945,-959.3290170688642,0.0
200.06474396703945,-949.3231312536786,0.0
200.06474396703945,-939.3172454384933,0.0
200.06474396703945,-929.3113596233079,0.0
200.06474396703945,-919.3054738081225,0.0
200.06474396703945,-909.2995879929372,0.0
200.06474396703945,-899.2937021777518,0.0
200.06474396703945,-889.2878163625662,0.0
200.06474396703945,-879.2819305473809,0.0
200.06474396703945,-869.2760447321955,0.0
200.06474396703945,-859.2701589170101,0.0
200.06474396703945,-849.2642731018248,0.0
200.06474396703945,-839.2583872866394,0.0
200.06474396703945,-829.2525014714538,0.0
200.06474396703945,-819.2466156562684,0.0
200.06474396703945,-809.2407298410831,0.0
200.06474396703945,-799.2348440258977,0.0
200.06474396703945,-789.2289582107123,0.0
200.06474396703945,-779.223072395527,0.0
200.06474396703945,-769.2171865803414,0.0
200.06474396703945,-759.211300765156,0.0
200.06474396703945,-749.2054149499706,0.0
200.06474396703945,-739.1995291347853,0.0
200.06474396703945,-729.1936433195999,0.0
200.06474396703945,-719.1877575044145,0.0
200.06474396703945,-709.181871689229,0.0
200.06474396703945,-699.1759858740436,0.0
200.06474396703945,-689.1701000588582,0.0
200.06474396703945,-679.1642142436729,0.0
200.06474396703945,-669.1583284284875,0.0
200.06474396703945,-659.1524426133021,0.0
200.06474396703945,-649.1465567981165,0.0
200.06474396703945,-639.1406709829312,0.0
200.06474396703945,-629.1347851677458,0.0
200.06474396703945,-619.1288993525604,0.0
200.06474396703945,-609.1230135373751,0.0
200.06474396703945,-599.1171277221897,0.0
200.06474396703945,-589.1112419070043,0.0
200.06474396703945,-579.1053560918187,0.0
200.06474396703945,-569.0994702766334,0.0
200.06474396703945,-559.093584461448,0.0
200.06474396703945,-549.0876986462627,0.0
200.06474396703945,-539.0818128310773,0.0
200.06474396703945,-529.0759270158919,0.0
200.06474396703945,-519.0700412007063,0.0
200.06474396703945,-509.06415538552096,0.0
200.06474396703945,-499.0582695703356,0.0
200.06474396703945,-489.05238375515023,0.0
200.06474396703945,-479.04649793996487,0.0
200.06474396703945,-469.0406121247795,0.0
200.06474396703945,-459.0347263095939,0.0
200.06474396703945,-449.02884049440854,0.0
200.06474396703945,-439.0229546792232,0.0
200.06474396703945,-429.0170688640378,0.0
200.06474396703945,-419.01118304885244,0.0
200.06474396703945,-409.0052972336671,0.0
210.12948793407887,-2100.0,0.0
210.12948793407887,-2089.9941141848144,0.0
210.12948793407887,-2079.9882283696293,0.0
210.12948793407887,-2069.9823425544437,0.0
210.12948793407887,-2059.9764567392585,0.0
210.12948793407887,-2049.970570924073,0.0
210.12948793407887,-2039.9646851088876,0.0
210.12948793407887,-2029.9587992937022,0.0
210.12948793407887,-2019.9529134785168,0.0
210.12948793407887,-2009.9470276633315,0.0
210.12948793407887,-1999.941141848146,0.0
210.12948793407887,-1989.9352560329605,0.0
210.12948793407887,-1979.9293702177752,0.0
210.12948793407887,-1969.9234844025898,0.0
210.12948793407887,-1959.9175985874044,0.0
210.12948793407887,-1949.911712772219,0.0
210.12948793407887,-1939.9058269570335,0.0
210.12948793407887,-1929.899941141848,0.0
210.12948793407887,-1919.8940553266627,0.0
210.12948793407887,-1909.8881695114774,0.0
210.12948793407887,-1899.882283696292,0.0
210.12948793407887,-1889.8763978811066,0.0
210.12948793407887,-1879.870512065921,0.0
210.12948793407887,-1869.8646262507357,0.0
210.12948793407887,-1859.8587404355503,0.0
210.12948793407887,-1849.852854620365,0.0
210.12948793407887,-1839.8469688051796,0.0
210.12948793407887,-1829.841082989994,0.0
210.12948793407887,-1819.8351971748089,0.0
210.12948793407887,-1809.8293113596233,0.0
210.12948793407887,-1799.823425544438,0.0
210.12948793407887,-1789.8175397292525,0.0
210.12948793407887,-1779.8116539140672,0.0
210.12948793407887,-1769.8057680988818,0.0
210.12948793407887,-1759.7998822836962,0.0
210.12948793407887,-1749.7939964685108,0.0
210.12948793407887,-1739.7881106533255,0.0
210.12948793407887,-1729.78222483814,0.0
210.12948793407887,-1719.7763390229547,0.0
210.12948793407887,-1709.7704532077694,0.0
210.12948793407887,-1699.764567392584,0.0
210.12948793407887,-1689.7586815773984,0.0
210.12948793407887,-1679.752795762213,0.0
210.12948793407887,-1669.7469099470277,0.0
210.12948793407887,-1659.7410241318423,0.0
210.12948793407887,-1649.735138316657,0.0
210.12948793407887,-1639.7292525014714,0.0
210.12948793407887,-1629.7233666862862,0.0
210.12948793407887,-1619.7174808711006,0.0
210.12948793407887,-1609.7115950559153,0.0
210.12948793407887,-1599.70570924073,0.0
210.12948793407887,-1589.6998234255445,0.0
210.12948793407887,-1579.6939376103592,0.0
210.12948793407887,-1569.6880517951736,0.0
210.12948793407887,-1559.6821659799882,0.0
210.12948793407887,-1549.6762801648028,0.0
210.12948793407887,-1539.6703943496175,0.0
210.12948793407887,-1529.6645085344321,0.0
210.12948793407887,-1519.6586227192465,0.0
210.12948793407887,-1509.6527369040614,0.0
210.12948793407887,-1499.6468510888758,0.0
210.12948793407887,-1489.6409652736904,0.0
210.12948793407887,-1479.635079458505,0.0
210.12948793407887,-1469.6291936433197,0.0
210.12948793407887,-1459.6233078281343,0.0
210.12948793407887,-1449.6174220129487,0.0
210.12948793407887,-1439.6115361977636,0.0
210.12948793407887,-1429.605650382578,0.0
210.12948793407887,-1419.5997645673926,0.0
210.12948793407887,-1409.5938787522073,0.0
210.12948793407887,-1399.5879929370217,0.0
210.12948793407887,-1389.5821071218365,0.0
210.12948793407887,-1379.576221306651,0.0
210.12948793407887,-1369.5703354914656,0.0
210.12948793407887,-1359.5644496762802,0.0
210.12948793407887,-1349.5585638610949,0.0
210.12948793407887,-1339.5526780459095,0.0
210.12948793407887,-1329.546792230724,0.0
210.12948793407887,-1319.5409064155388,0.0
210.12948793407887,-1309.5350206003532,0.0
210.12948793407887,-1299.5291347851678,0.0
210.12948793407887,-1289.5232489699824,0.0
210.12948793407887,-1279.5173631547968,0.0
210.12948793407887,-1269.5114773396117,0.0
210.12948793407887,-1259.505591524426,0.0
210.12948793407887,-1249.4997057092407,0.0
210.12948793407887,-1239.4938198940554,0.0
210.12948793407887,-1229.48793407887,0.0
210.12948793407887,-1219.4820482636846,0.0
210.12948793407887,-1209.476162448499,0.0
210.12948793407887,-1199.470276633314,0.0
210.12948793407887,-1189.4643908181283,0.0
210.12948793407887,-1179.458505002943,0.0
210.12948793407887,-1169.4526191877576,0.0
210.12948793407887,-1159.4467333725722,0.0
210.12948793407887,-1149.4408475573869,0.0
210.12948793407887,-1139.4349617422013,0.0
210.12948793407887,-1129.4290759270161,0.0
210.12948793407887,-1119.4231901118305,0.0
210.12948793407887,-1109.4173042966452,0.0
210.12948793407887,-1099.4114184814598,0.0
210.12948793407887,-1089.4055326662742,0.0
210.12948793407887,-1079.399646851089,0.0
210.12948793407887,-1069.3937610359035,0.0
210.12948793407887,-1059.3878752207181,0.0
210.12948793407887,-1049.3819894055327,0.0
210.12948793407887,-1039.3761035903474,0.0
210.12948793407887,-1029.370217775162,0.0
210.12948793407887,-1019.3643319599764,0.0
210.12948793407887,-1009.3584461447911,0.0
210.12948793407887,-999.3525603296057,0.0
210.12948793407887,-989.3466745144203,0.0
210.12948793407887,-979.340788699235,0.0
210.12948793407887,-969.3349028840496,0.0
210.12948793407887,-959.3290170688642,0.0
210.12948793407887,-949.3231312536786,0.0
210.12948793407887,-939.3172454384933,0.0
210.12948793407887,-929.3113596233079,0.0
210.12948793407887,-919.3054738081225,0.0
210.12948793407887,-909.2995879929372,0.0
210.12948793407887,-899.2937021777518,0.0
210.12948793407887,-889.2878163625662,0.0
210.12948793407887,-879.2819305473809,0.0
210.12948793407887,-869.2760447321955,0.0
210.12948793407887,-859.2701589170101,0.0
210.12948793407887,-849.2642731018248,0.0
210.12948793407887,-839.2583872866394,0.0
210.12948793407887,-829.2525014714538,0.0
210.12948793407887,-819.2466156562684,0.0
210.12948793407887,-809.2407298410831,0.0
210.12948793407887,-799.2348440258977,0.0
210.12948793407887,-789.2289582107123,0.0
210.12948793407887,-779.223072395527,0.0
210.12948793407887,-769.2171865803414,0.0
210.12948793407887,-759.211300765156,0.0
210.12948793407887,-749.2054149499706,0.0
210.12948793407887,-739.1995291347853,0.0
210.12948793407887,-729.1936433195999,0.0
210.12948793407887,-719.1877575044145,0.0
210.12948793407887,-709.181871689229,0.0
210.12948793407887,-699.1759858740436,0.0
210.12948793407887,-689.1701000588582,0.0
210.12948793407887,-679.1642142436729,0.0
210.12948793407887,-669.1583284284875,0.0
210.12948793407887,-659.1524426133021,0.0
210.12948793407887,-649.1465567981165,0.0
210.12948793407887,-639.1406709829312,0.0
210.12948793407887,-629.1347851677458,0.0
210.12948793407887,-619.1288993525604,0.0
210.12948793407887,-609.1230135373751,0.0
210.12948793407887,-599.1171277221897,0.0
210.12948793407887,-589.1112419070043,0.0
210.12948793407887,-579.1053560918187,0.0
210.12948793407887,-569.0994702766334,0.0
210.12948793407887,-559.093584461448,0.0
210.12948793407887,-549.0876986462627,0.0
210.12948793407887,-539.0818128310773,0.0
210.12948793407887,-529.0759270158919,0.0
210.12948793407887,-519.0700412007063,0.0
210.12948793407887,-509.06415538552096,0.0
210.12948793407887,-499.0582695703356,0.0
210.12948793407887,-489.05238375515023,0.0
210.12948793407887,-479.04649793996487,0.0
210.12948793407887,-469.0406121247795,0.0
210.12948793407887,-459.0347263095939,0.0
210.12948793407887,-449.02884049440854,0.0
210.12948793407887,-439.0229546792232,0.0
210.12948793407887,-429.0170688640378,0.0
210.12948793407887,-419.01118304885244,0.0
210.12948793407887,-409.0052972336671,0.0
220.19423190111831,-2100.0,0.0
220.19423190111831,-2089.9941141848144,0.0
220.19423190111831,-2079.9882283696293,0.0
220.19423190111831,-2069.9823425544437,0.0
220.19423190111831,-2059.9764567392585,0.0
220.19423190111831,-2049.970570924073,0.0
220.19423190111831,-2039.9646851088876,0.0
220.19423190111831,-2029.9587992937022,0.0
220.19423190111831,-2019.9529134785168,0.0
220.19423190111831,-2009.9470276633315,0.0
220.19423190111831,-1999.941141848146,0.0
220.19423190111831,-1989.9352560329605,0.0
220.19423190111831,-1979.9293702177752,0.0
220.19423190111831,-1969.9234844025898,0.0
220.19423190111831,-1959.9175985874044,0.0
220.19423190111831,-1949.911712772219,0.0
220.19423190111831,-1939.9058269570335,0.0
220.19423190111831,-1929.899941141848,0.0
220.19423190111831,-1919.8940553266627,0.0
220.19423190111831,-1909.8881695114774,0.0
220.19423190111831,-1899.882283696292,0.0
220.19423190111831,-1889.8763978811066,0.0
220.19423190111831,-1879.870512065921,0.0
220.19423190111831,-1869.8646262507357,0.0
220.19423190111831,-1859.8587404355503,0.0
220.19423190111831,-1849.852854620365,0.0
220.19423190111831,-1839.8469688051796,0.0
220.19423190111831,-1829.841082989994,0.0
220.19423190111831,-1819.8351971748089,0.0
220.19423190111831,-1809.8293113596233,0.0
220.19423190111831,-1799.823425544438,0.0
220.19423190111831,-1789.8175397292525,0.0
220.19423190111831,-1779.8116539140672,0.0
220.19423190111831,-1769.8057680988818,0.0
220.19423190111831,-1759.7998822836962,0.0
220.19423190111831,-1749.7939964685108,0.0
220.19423190111831,-1739.7881106533255,0.0
220.19423190111831,-1729.78222483814,0.0
220.19423190111831,-1719.7763390229547,0.0
220.19423190111831,-1709.7704532077694,0.0
220.19423190111831,-1699.764567392584,0.0
220.19423190111831,-1689.7586815773984,0.0
220.19423190111831,-1679.752795762213,0.0
220.19423190111831,-1669.7469099470277,0.0
220.19423190111831,-1659.7410241318423,0.0
220.19423190111831,-1649.735138316657,0.0
220.19423190111831,-1639.7292525014714,0.0
220.19423190111831,-1629.7233666862862,0.0
220.19423190111831,-1619.7174808711006,0.0
220.19423190111831,-1609.7115950559153,0.0
220.19423190111831,-1599.70570924073,0.0
220.19423190111831,-1589.6998234255445,0.0
220.19423190111831,-1579.6939376103592,0.0
220.19423190111831,-1569.6880517951736,0.0
220.19423190111831,-1559.6821659799882,0.0
220.19423190111831,-1549.6762801648028,0.0
220.19423190111831,-1539.6703943496175,0.0
220.19423190111831,-1529.6645085344321,0.0
220.19423190111831,-1519.6586227192465,0.0
220.19423190111831,-1509.6527369040614,0.0
220.19423190111831,-1499.6468510888758,0.0
220.19423190111831,-1489.6409652736904,0.0
220.19423190111831,-1479.635079458505,0.0
220.19423190111831,-1469.6291936433197,0.0
220.19423190111831,-1459.6233078281343,0.0
220.19423190111831,-1449.6174220129487,0.0
220.19423190111831,-1439.6115361977636,0.0
220.19423190111831,-1429.605650382578,0.0
220.19423190111831,-1419.5997645673926,0.0
220.19423190111831,-1409.5938787522073,0.0
220.19423190111831,-1399.5879929370217,0.0
220.19423190111831,-1389.5821071218365,0.0
220.19423190111831,-1379.576221306651,0.0
220.19423190111831,-1369.5703354914656,0.0
220.19423190111831,-1359.5644496762802,0.0
220.19423190111831,-1349.5585638610949,0.0
220.19423190111831,-1339.5526780459095,0.0
220.19423190111831,-1329.546792230724,0.0
220.19423190111831,-1319.5409064155388,0.0
220.19423190111831,-1309.5350206003532,0.0
220.19423190111831,-1299.5291347851678,0.0
220.19423190111831,-1289.5232489699824,0.0
220.19423190111831,-1279.5173631547968,0.0
220.19423190111831,-1269.5114773396117,0.0
220.19423190111831,-1259.505591524426,0.0
220.19423190111831,-1249.4997057092407,0.0
220.19423190111831,-1239.4938198940554,0.0
220.19423190111831,-1229.48793407887,0.0
220.19423190111831,-1219.4820482636846,0.0
220.19423190111831,-1209.476162448499,0.0
220.19423190111831,-1199.470276633314,0.0
220.19423190111831,-1189.4643908181283,0.0
220.19423190111831,-1179.458505002943,0.0
220.19423190111831,-1169.4526191877576,0.0
220.19423190111831,-1159.4467333725722,0.0
220.19423190111831,-1149.4408475573869,0.0
220.19423190111831,-1139.4349617422013,0.0
220.19423190111831,-1129.4290759270161,0.0
220.19423190111831,-1119.4231901118305,0.0
220.19423190111831,-1109.4173042966452,0.0
220.19423190111831,-1099.4114184814598,0.0
220.19423190111831,-1089.4055326662742,0.0
220.19423190111831,-1079.399646851089,0.0
220.19423190111831,-1069.3937610359035,0.0
220.19423190111831,-1059.3878752207181,0.0
220.19423190111831,-1049.3819894055327,0.0
220.19423190111831,-1039.3761035903474,0.0
220.19423190111831,-1029.370217775162,0.0
220.19423190111831,-1019.3643319599764,0.0
220.19423190111831,-1009.3584461447911,0.0
220.19423190111831,-999.3525603296057,0.0
220.19423190111831,-989.3466745144203,0.0
220.19423190111831,-979.340788699235,0.0
220.19423190111831,-969.3349028840496,0.0
220.19423190111831,-959.3290170688642,0.0
220.19423190111831,-949.3231312536786,0.0
220.19423190111831,-939.3172454384933,0.0
220.19423190111831,-929.3113596233079,0.0
220.19423190111831,-919.3054738081225,0.0
220.19423190111831,-909.2995879929372,0.0
220.19423190111831,-899.2937021777518,0.0
220.19423190111831,-889.2878163625662,0.0
220.19423190111831,-879.2819305473809,0.0
220.19423190111831,-869.2760447321955,0.0
220.19423190111831,-859.2701589170101,0.0
220.19423190111831,-849.2642731018248,0.0
220.19423190111831,-839.2583872866394,0.0
220.19423190111831,-829.2525014714538,0.0
220.19423190111831,-819.2466156562684,0.0
220.19423190111831,-809.2407298410831,0.0
220.19423190111831,-799.2348440258977,0.0
220.19423190111831,-789.2289582107123,0.0
220.19423190111831,-779.223072395527,0.0
220.19423190111831,-769.2171865803414,0.0
220.19423190111831,-759.211300765156,0.0
220.19423190111831,-749.2054149499706,0.0
220.19423190111831,-739.1995291347853,0.0
220.19423190111831,-729.1936433195999,0.0
220.19423190111831,-719.1877575044145,0.0
220.19423190111831,-709.181871689229,0.0
220.19423190111831,-699.1759858740436,0.0
220.19423190111831,-689.1701000588582,0.0
220.19423190111831,-679.1642142436729,0.0
220.19423190111831,-669.1583284284875,0.0
220.19423190111831,-659.1524426133021,0.0
220.19423190111831,-649.1465567981165,0.0
220.19423190111831,-639.1406709829312,0.0
220.19423190111831,-629.1347851677458,0.0
220.19423190111831,-619.1288993525604,0.0
220.19423190111831,-609.1230135373751,0.0
220.19423190111831,-599.1171277221897,0.0
220.19423190111831,-589.1112419070043,0.0
220.19423190111831,-579.1053560918187,0.0
220.19423190111831,-569.0994702766334,0.0
220.19423190111831,-559.093584461448,0.0
220.19423190111831,-549.0876986462627,0.0
220.19423190111831,-539.0818128310773,0.0
220.19423190111831,-529.0759270158919,0.0
220.19423190111831,-519.0700412007063,0.0
220.19423190111831,-509.06415538552096,0.0
220.19423190111831,-499.0582695703356,0.0
220.19423190111831,-489.05238375515023,0.0
220.19423190111831,-479.04649793996487,0.0
220.19423190111831,-469.0406121247795,0.0
220.19423190111831,-459.0347263095939,0.0
220.19423190111831,-449.02884049440854,0.0
220.19423190111831,-439.0229546792232,0.0
220.19423190111831,-429.0170688640378,0.0
220.19423190111831,-419.01118304885244,0.0
220.19423190111831,-409.0052972336671,0.0
230.25897586815773,-2100.0,0.0
230.25897586815773,-2089.9941141848144,0.0
230.25897586815773,-2079.9882283696293,0.0
230.25897586815773,-2069.9823425544437,0.0
