id,xcoord,ycoord
900,405.416148108901,-894.113278499158
900,403.347133387395,-889.561446111845
900,401.278118665889,-885.009613724532
900,399.209103944383,-880.457781337219
900,397.140089222878,-875.905948949906
900,395.071074501372,-871.354116562593
900,393.002059779866,-866.80228417528
900,390.93304505836,-862.250451787967
900,388.671845660549,-857.791511937007
900,386.390262422568,-853.342424622944
900,384.108679184586,-848.89333730888
900,381.827095946605,-844.444249994816
900,379.545512708624,-839.995162680753
900,377.263929470642,-835.546075366689
900,374.982346232661,-831.096988052625
900,371.522011944772,-827.593641392188
900,367.673222142805,-824.401962044215
900,363.824432340838,-821.210282696243
900,359.975642538871,-818.01860334827
900,356.126852736904,-814.826924000298
900,352.278062934937,-811.635244652325
900,348.42927313297,-808.443565304352
900,344.580483331003,-805.25188595638
900,340.695190427348,-802.115577881055
900,336.244973603055,-799.836198532027
900,331.794756778762,-797.556819182999
900,327.344539954468,-795.27743983397
900,322.894323130175,-792.998060484942
900,318.444106305882,-790.718681135914
900,313.993889481588,-788.439301786886
900,309.543672657295,-786.159922437857
900,304.851608046337,-785.674828443361
900,299.956705947649,-786.694599713921
900,295.061803848961,-787.714370984481
900,290.166901750273,-788.734142255041
900,287.240794420414,-791.827693968385
900,285.968327924016,-796.663066654698
900,284.695861427617,-801.498439341011
900,283.521923177155,-806.356607518477
900,282.541342501465,-811.259510896932
850,353.239460640419,-740.403204018009
850,355.497003181387,-744.864538087065
850,357.754545722355,-749.325872156121
850,360.012088263323,-753.787206225177
850,362.269630804291,-758.248540294233
850,364.550899565188,-762.697658097423
850,366.804591338235,-767.158547114054
850,368.796475316143,-771.744656382111
850,370.78835929405,-776.330765650167
850,372.780243271958,-780.916874918224
850,374.772127249866,-785.502984186281
850,376.764011227773,-790.089093454337
850,378.755895205681,-794.675202722394
850,380.747779183588,-799.261311990451
850,382.739663161496,-803.847421258507
850,385.409856306691,-808.068786640052
850,388.137392229571,-812.259317368898
850,390.864928152451,-816.449848097744
850,393.59246407533,-820.640378826589
850,396.31999999821,-824.830909555435
850,399.04753592109,-829.021440284281
850,401.77507184397,-833.211971013126
850,404.50260776685,-837.402501741972
850,407.23014368973,-841.593032470818
850,409.95767961261,-845.783563199663
850,412.685215535489,-849.974093928509
850,415.412751458369,-854.164624657355
850,418.140287381249,-858.355155386201
850,420.867823304129,-862.545686115046
850,423.260153292525,-866.935861188359
850,425.645612607046,-871.330128346687
850,428.031071921567,-875.724395505016
850,430.416531236089,-880.118662663344
850,432.80199055061,-884.512929821673
850,435.187449865131,-888.907196980001
850,437.572909179652,-893.301464138329
850,439.958368494173,-897.695731296658
850,442.343827808694,-902.089998454986
850,444.729287123216,-906.484265613315
850,447.114746437737,-910.878532771643
850,449.500205752258,-915.272799929972
850,451.885665066779,-919.6670670883
850,453.24747171849,-924.475836157925
850,454.59146655756,-929.291817664591
850,455.93546139663,-934.107799171258
850,457.2794562357,-938.923780677924
850,458.623451074769,-943.739762184591
850,459.967445913839,-948.555743691257
850,461.311440752909,-953.371725197924
850,462.595518293332,-958.203855138021
850,463.853687552157,-963.042967671962
850,465.111856810981,-967.882080205904
850,466.370026069806,-972.721192739845
850,467.628195328631,-977.560305273786
850,468.886364587456,-982.399417807728
850,470.14453384628,-987.238530341669
850,471.402703105105,-992.07764287561
850,471.933642271907,-996.901818629387
850,470.477834192994,-1001.68518803153
850,469.02202611408,-1006.46855743368
850,467.566218035167,-1011.25192683582
850,465.577837428018,-1015.76512190449
850,462.577837428018,-1019.76512190449
850,459.577837428018,-1023.76512190449
850,456.509435548513,-1027.70013792943
850,452.668329150527,-1030.90105992775
850,448.82722275254,-1034.10198192608
850,444.986116354553,-1037.3029039244
850,441.00838618612,-1040.30451653963
850,436.637599805513,-1042.73273119552
850,432.266813424905,-1045.16094585141
850,427.896027044297,-1047.58916050731
850,423.254389533577,-1046.23887458422
850,418.581950858932,-1044.45889794626
850,413.909512184288,-1042.6789213083
850,409.313558870542,-1040.7371362239
850,404.972343159919,-1038.25644153211
850,400.631127449297,-1035.77574684033
850,396.289911738675,-1033.29505214854
850,391.948696028052,-1030.81435745676
850,387.60748031743,-1028.33366276498
850,383.266264606808,-1025.85296807319
850,378.925048896186,-1023.37227338141
850,374.583833185563,-1020.89157868962
850,370.240745412017,-1018.41430025088
850,365.813755897828,-1016.09013075593
850,361.386766383638,-1013.76596126098
850,356.959776869448,-1011.44179176603
850,352.532787355258,-1009.11762227109
850,348.105797841069,-1006.79345277614
850,343.678808326879,-1004.46928328119
850,339.251818812689,-1002.14511378624
850,335.383903977027,-999.054155335026
850,331.817221819453,-995.550046548638
850,328.250539661879,-992.04593776225
850,324.683857504305,-988.541828975861
850,321.117175346731,-985.037720189473
850,317.550493189157,-981.533611403084
850,313.983811031584,-978.029502616696
850,310.41712887401,-974.525393830308
850,306.850446716436,-971.021285043919
850,303.283764558862,-967.517176257531
850,299.717082401288,-964.013067471143
850,296.150400243714,-960.508958684754
850,292.58371808614,-957.004849898366
850,289.298831052293,-953.247446821815
850,286.193422862338,-949.328717439252
850,283.088014672382,-945.40998805669
850,279.982606482427,-941.491258674127
850,276.877198292472,-937.572529291565
850,273.771790102517,-933.653799909002
850,270.666381912562,-929.73507052644
850,267.560973722606,-925.816341143877
850,264.455565532651,-921.897611761315
850,261.350157342696,-917.978882378752
850,258.244749152741,-914.060152996189
850,256.157507994424,-909.623544737374
850,254.819288675493,-904.805955189224
850,253.481069356563,-899.988365641074
850,252.142850037632,-895.170776092924
850,250.804630718702,-890.353186544775
850,249.466411399771,-885.535596996625
850,248.128192080841,-880.718007448475
850,246.789972761911,-875.900417900326
850,245.45175344298,-871.082828352176
850,244.11353412405,-866.265238804026
850,242.775314805119,-861.447649255877
850,241.437095486189,-856.630059707727
850,240.504626720688,-851.745647993656
850,240.227276622575,-846.753346227628
850,239.949926524462,-841.761044461601
850,239.67257642635,-836.768742695574
850,239.395226328237,-831.776440929547
850,239.117876230124,-826.78413916352
850,238.840526132012,-821.791837397493
850,238.563176033899,-816.799535631466
850,238.285825935787,-811.807233865439
850,238.008475837674,-806.814932099412
850,237.731125739561,-801.822630333385
850,237.453775641449,-796.830328567358
850,238.77074145234,-792.182336640107
850,241.083571485815,-787.74941240928
850,243.39640151929,-783.316488178452
850,245.709231552765,-778.883563947625
850,248.02206158624,-774.450639716798
850,250.334891619716,-770.017715485971
850,252.647721653191,-765.584791255143
850,254.960551686666,-761.151867024316
850,257.542873602521,-756.95755481715
850,261.663083223518,-754.124910702715
850,265.783292844515,-751.292266588279
850,269.903502465512,-748.459622473844
850,274.023712086508,-745.626978359409
850,278.143921707505,-742.794334244973
850,282.264131328502,-739.961690130538
850,286.670250009889,-737.613711431226
850,291.142385964888,-735.377643453726
850,295.614521919888,-733.141575476226
850,300.086657874888,-730.905507498727
850,304.558793829887,-728.669439521227
850,309.030929784887,-726.433371543727
850,313.503065739886,-724.197303566227
850,317.975201694886,-721.961235588727
850,322.838485357683,-721.907617091783
850,327.808831348162,-722.451364031936
850,332.779177338641,-722.995110972089
850,337.642587274189,-723.749277070791
850,341.011741485783,-727.443705294277
850,344.380895697378,-731.138133517764
850,347.750049908973,-734.83256174125
850,351.119204120567,-738.526989964737
800,214.502194148936,-773.697739361702
800,213.128588509449,-778.505359099907
800,211.754982869962,-783.312978838111
800,210.381377230475,-788.120598576315
800,209.007771590988,-792.928218314519
800,207.634165951502,-797.735838052723
800,206.260560312015,-802.543457790927
800,204.886954672528,-807.351077529131
800,203.513349033041,-812.158697267335
800,202.139743393554,-816.966317005539
800,198.966145452851,-819.387632978724
800,198.052619644622,-823.603804350806
800,197.896445882734,-828.601364731241
800,197.740272120845,-833.598925111677
800,197.584098358956,-838.596485492112
800,197.427924597068,-843.594045872547
800,197.271750835179,-848.591606252983
800,197.115577073291,-853.589166633418
800,196.959403311402,-858.586727013853
800,196.803229549513,-863.584287394289
800,196.647055787625,-868.581847774724
800,196.90602024738,-873.548503647826
800,197.80044743838,-878.467853198326
800,198.69487462938,-883.387202748825
800,199.58930182038,-888.306552299325
800,200.48372901138,-893.225901849824
800,201.37815620238,-898.145251400324
800,202.27258339338,-903.064600950824
800,203.287494811813,-907.945376275635
800,205.416479993462,-912.46946978664
800,207.545465175112,-916.993563297645
800,209.674450356761,-921.51765680865
800,211.80343553841,-926.041750319655
800,213.93242072006,-930.56584383066
800,216.061405901709,-935.089937341664
800,219.548995148453,-938.659168020794
800,223.084529054386,-942.194701926727
800,226.620062960319,-945.73023583266
800,230.155596866252,-949.265769738592
800,233.691130772184,-952.801303644525
800,237.226664678117,-956.336837550458
800,240.768132444134,-959.866195496713
800,244.442149667271,-963.257596010378
800,248.116166890408,-966.648996524043
800,251.790184113546,-970.040397037709
800,255.464201336683,-973.431797551374
800,259.138218559821,-976.823198065039
800,262.812235782958,-980.214598578705
800,266.486253006096,-983.60599909237
800,270.160270229233,-986.997399606036
800,273.834287452371,-990.388800119701
800,277.508304675508,-993.780200633366
800,281.182321898645,-997.171601147031
800,284.856339121783,-1000.5630016607
800,288.53035634492,-1003.95440217436
800,292.204373568058,-1007.34580268803
800,295.878390791195,-1010.73720320169
800,299.552408014333,-1014.12860371536
800,303.22642523747,-1017.52000422902
800,307.251186300847,-1020.46568448425
800,311.411437772536,-1023.23918546538
800,315.571689244225,-1026.01268644651
800,319.731940715914,-1028.78618742763
800,323.892192187604,-1031.55968840876
800,328.052443659293,-1034.33318938988
800,332.212695130982,-1037.10669037101
800,336.372946602671,-1039.88019135214
800,340.533198074361,-1042.65369233326
800,344.69344954605,-1045.42719331439
800,348.853701017739,-1048.20069429551
800,353.013952489428,-1050.97419527664
800,357.174203961117,-1053.74769625777
800,360.758528456543,-1057.20105624017
800,364.17823410095,-1060.84874226087
800,367.597939745356,-1064.49642828157
800,371.017645389763,-1068.14411430227
800,374.437351034169,-1071.79180032297
800,377.857056678576,-1075.43948634367
800,381.276762322983,-1079.08717236437
800,384.436186759785,-1082.95334653078
800,387.436186759785,-1086.95334653078
800,390.436186759785,-1090.95334653078
800,393.436186759785,-1094.95334653078
800,396.436186759785,-1098.95334653078
800,399.436186759785,-1102.95334653078
800,402.436186759785,-1106.95334653078
800,405.436186759785,-1110.95334653078
800,408.33171584999,-1115.02726127499
800,411.105216831116,-1119.18751274667
800,413.878717812242,-1123.34776421836
800,416.652218793369,-1127.50801569005
800,419.425719774495,-1131.66826716174
800,422.199220755621,-1135.82851863343
800,424.972721736747,-1139.98877010512
800,427.98280153266,-1143.96430641997
800,431.346165502642,-1147.66400678695
800,434.709529472624,-1151.36370715393
800,438.072893442605,-1155.06340752091
800,441.436257412587,-1158.76310788789
800,445.698851008464,-1160.43005319149
800,450.698851008464,-1160.43005319149
800,455.698851008464,-1160.43005319149
800,459.324322623072,-1157.11164812161
800,462.859856529005,-1153.57611421568
800,465.675362764888,-1149.5018282821
800,468.069623418291,-1145.11235041753
800,470.463884071693,-1140.72287255296
800,472.858144725096,-1136.33339468839
800,475.252405378499,-1131.94391682382
800,477.646666031902,-1127.55443895924
800,480.040926685305,-1123.16496109467
800,482.435187338708,-1118.7754832301
800,484.199537514251,-1114.15567416201
800,485.201518694994,-1109.25709950059
800,486.203499875738,-1104.35852483918
800,487.205481056481,-1099.45995017777
800,488.207462237225,-1094.56137551636
800,489.209443417969,-1089.66280085494
800,490.211424598712,-1084.76422619353
800,491.213405779456,-1079.86565153212
800,492.215386960199,-1074.9670768707
800,493.217368140943,-1070.06850220929
800,494.219349321686,-1065.16992754788
800,495.22133050243,-1060.27135288647
800,496.223311683173,-1055.37277822505
800,497.225292863917,-1050.47420356364
800,498.22727404466,-1045.57562890223
800,498.838032458253,-1040.61713233523
800,499.348176785746,-1035.64322514217
800,499.858321113238,-1030.66931794912
800,500.368465440731,-1025.69541075606
800,500.878609768224,-1020.721503563
800,501.388754095717,-1015.74759636995
800,501.89889842321,-1010.77368917689
800,502.409042750703,-1005.79978198384
800,502.919187078195,-1000.82587479078
800,503.429331405688,-995.851967597728
800,503.939475733181,-990.878060404673
800,504.449620060674,-985.904153211618
800,504.958941654997,-980.930250784417
800,504.391208699193,-975.962587421135
800,503.82347574339,-970.994924057853
800,503.255742787586,-966.02726069457
800,502.688009831782,-961.059597331289
800,502.120276875979,-956.091933968007
800,501.552543920175,-951.124270604725
800,500.984810964371,-946.156607241442
800,500.417078008568,-941.18894387816
800,499.849345052764,-936.221280514878
800,499.28161209696,-931.253617151596
800,498.713879141157,-926.285953788314
800,497.452162003204,-921.500420785865
800,495.507301818002,-916.894172978808
800,493.562441632801,-912.287925171751
800,491.617581447599,-907.681677364694
800,489.672721262397,-903.075429557637
800,487.727861077195,-898.46918175058
800,485.783000891993,-893.862933943523
800,483.838140706791,-889.256686136466
800,481.89328052159,-884.65043832941
800,479.948420336388,-880.044190522353
800,478.003560151186,-875.437942715296
800,476.058699965984,-870.831694908239
800,474.113839780782,-866.225447101182
800,472.168979595581,-861.619199294125
800,470.224119410379,-857.012951487068
800,468.279259225177,-852.406703680011
800,466.083323199825,-847.921455843162
800,463.692109255354,-843.530317508769
800,461.300895310884,-839.139179174377
800,458.909681366413,-834.748040839985
800,456.518467421942,-830.356902505593
800,454.127253477471,-825.965764171201
800,451.736039533,-821.574625836809
800,449.344825588529,-817.183487502417
800,446.953611644058,-812.792349168025
800,444.562397699587,-808.401210833633
800,442.171183755116,-804.010072499241
800,439.779969810645,-799.618934164848
800,437.388755866174,-795.227795830456
800,434.997541921703,-790.836657496064
800,432.606327977232,-786.445519161672
800,430.215114032761,-782.05438082728
800,427.82390008829,-777.663242492888
800,425.432686143819,-773.272104158496
800,423.041472199349,-768.880965824104
800,420.650258254878,-764.489827489712
800,418.259044310407,-760.09868915532
800,415.867830365936,-755.707550820928
800,413.476616421465,-751.316412486536
800,411.085402476994,-746.925274152143
800,408.694188532523,-742.534135817751
800,406.302974588052,-738.142997483359
800,403.911760643581,-733.751859148967
800,401.52054669911,-729.360720814575
800,399.129332754639,-724.969582480183
800,396.738118810168,-720.578444145791
800,394.346904865697,-716.187305811399
800,391.955690921226,-711.796167477007
800,389.564476976755,-707.405029142615
800,387.173263032284,-703.013890808223
800,384.782049087813,-698.62275247383
800,382.390835143343,-694.231614139438
800,379.999621198872,-689.840475805046
800,377.650868993633,-685.433932734122
800,376.670288317942,-680.531029355667
800,375.689707642251,-675.628125977213
800,374.70912696656,-670.725222598758
800,373.728546290869,-665.822319220304
800,372.747965615178,-660.919415841849
800,371.767384939487,-656.016512463394
800,370.317614938331,-651.27459157879
800,368.081546960831,-646.802455623791
800,365.845478983332,-642.330319668791
800,363.609411005832,-637.858183713792
800,361.373343028332,-633.386047758792
800,359.137275050832,-628.913911803793
800,355.420650305588,-626.837367021277
800,350.420650305588,-626.837367021277
800,345.420650305588,-626.837367021277
800,340.420650305588,-626.837367021277
800,335.420650305588,-626.837367021277
800,330.649641022187,-628.02642018687
800,326.007257567761,-629.88337356864
800,321.364874113335,-631.740326950411
800,316.722490658908,-633.597280332182
800,312.080107204482,-635.454233713952
800,307.721943629898,-637.792823442076
800,303.852157133881,-640.959012393363
800,299.982370637864,-644.125201344649
800,296.112584141848,-647.291390295935
800,292.242797645831,-650.457579247221
800,289.223584109673,-654.382211361312
800,286.519796153106,-658.588103738195
800,283.816008196538,-662.793996115078
800,281.112220239971,-666.99988849196
800,278.408432283403,-671.205780868843
800,275.608854528702,-675.344637798181
800,272.583438191034,-679.325448768797
800,269.558021853366,-683.306259739412
800,266.532605515698,-687.287070710028
800,263.50718917803,-691.267881680643
800,260.481772840363,-695.248692651259
800,257.456356502695,-699.229503621874
800,254.430940165027,-703.21031459249
800,251.405523827359,-707.191125563105
800,248.380107489691,-711.171936533721
800,245.394181676625,-715.177328136111
800,243.158113699126,-719.649464091111
800,240.922045721626,-724.12160004611
800,238.685977744126,-728.59373600111
800,236.449909766626,-733.065871956109
800,234.213841789126,-737.538007911109
800,231.977773811627,-742.010143866108
800,229.741705834127,-746.482279821108
800,227.505637856627,-750.954415776108
800,225.269569879127,-755.426551731107
800,223.033501901627,-759.898687686107
800,220.797433924128,-764.370823641106
800,218.561365946628,-768.842959596106
800,216.325297969128,-773.315095551106
